acousticness,artist_id,artist_names,danceability,duration_ms,energy,explicit,genre,instrumentalness,key,liveness,loudness,mode,popularity,release_date,song_title (censored),speechiness,tempo,valence,year
0.135,208774,['Janet Jackson'],0.729,272360,0.914,0,R&B;,0.000667,2,0.156,-4.043,1,39,4/24/2001,******* To **** My Lover,0.041,127.907,0.921,2001
0.0174,208774,['Janet Jackson'],0.753,329933,0.934,0,R&B;,0.065,2,0.128,-3.011,1,60,1/1/2001,All For You,0.0736,113.525,0.73,2001
0.0178,208774,['Janet Jackson'],0.752,330027,0.925,0,R&B;,0.125,2,0.104,-3.288,1,51,4/24/2001,All For You,0.0867,113.528,0.692,2001
0.529,208774,['Janet Jackson'],0.435,331933,0.691,1,R&B;,0,5,0.55,-5.478,1,46,1/1/2001,Would You Mind,0.044,101.382,0.344,2001
0.144,208774,['Janet Jackson'],0.738,272360,0.914,0,R&B;,0.00099,2,0.182,-4.203,1,45,1/1/2001,******* To **** My Lover,0.0434,127.885,0.935,2001
0.0453,101895,['Joe'],0.645,254840,0.582,0,R&B;,1.56E-05,10,0.131,-5.325,1,35,12/11/2001,What If A Woman,0.0451,140.028,0.359,2001
0.231,101895,['Joe'],0.891,236267,0.704,0,R&B;,0.00553,4,0.119,-4.128,0,47,4/3/2001,Still Not a Player (feat. Joe),0.283,94.119,0.896,2001
0.159,258741,['Jon B.'],0.681,280000,0.375,0,R&B;,0,4,0.0464,-10.855,0,55,3/13/2001,******* On You,0.0332,101.113,0.475,2001
0.0607,258741,['Jon B.'],0.819,284467,0.582,0,R&B;,0,7,0.148,-5.533,0,51,3/13/2001,Don't Talk,0.118,104.607,0.635,2001
0.255,252509,['Leon Haywood'],0.574,303133,0.441,0,R&B;,0.00316,6,0.229,-15.258,0,46,1/1/2001,I Want'a Do ********* Freaky To You,0.0306,92.158,0.911,2001
0.077,208076,['Luther Vandross'],0.752,206067,0.575,0,R&B;,0,8,0.125,-5.254,1,48,6/19/2001,Take You Out - Radio Edit,0.0549,86.004,0.569,2001
0.195,262255,['Mariah Carey'],0.731,270400,0.897,0,R&B;,0,1,0.391,-2.845,1,46,9/11/2001,Loverboy (Remix),0.113,103.001,0.832,2001
0.559,262255,['Mariah Carey'],0.464,233000,0.452,0,R&B;,3.09E-06,8,0.132,-5.725,1,47,9/11/2001,Lead the Way,0.0272,113.97,0.0745,2001
0.00989,262255,['Mariah Carey'],0.694,294000,0.912,0,R&B;,0.00451,9,0.359,-2.854,1,45,9/11/2001,Didn't Mean to Turn You On,0.0831,120.256,0.774,2001
0.269,262255,['Mariah Carey'],0.667,309893,0.918,0,R&B;,0,6,0.369,-4.564,1,43,9/11/2001,All My Life,0.14,107.139,0.653,2001
0.444,262255,['Mariah Carey'],0.305,261596,0.554,0,R&B;,0,0,0.278,-4.448,1,44,9/11/2001,Never Too Far,0.0321,119.476,0.12,2001
0.123,262255,['Mariah Carey'],0.834,403293,0.817,0,R&B;,0,6,0.109,-5.457,0,42,9/11/2001,Last ***** a DJ Saved My Life,0.279,110.014,0.712,2001
0.129,262255,['Mariah Carey'],0.827,217640,0.812,0,R&B;,8.42E-06,5,0.55,-3.336,0,42,9/11/2001,Don't Stop (Funkin' 4 Jamaica),0.225,110.015,0.703,2001
0.7,262255,['Mariah Carey'],0.56,200481,0.521,0,R&B;,0,7,0.145,-5.203,1,43,9/11/2001,Reflections (Care Enough),0.0294,119.686,0.237,2001
0.716,262255,['Mariah Carey'],0.404,264160,0.511,0,R&B;,0,5,0.871,-9.427,1,49,12/4/2001,"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March ****",0.0315,82.025,0.279,2001
0.103,316834,['Marvin Gaye'],0.815,240067,0.445,0,R&B;,0.000106,5,0.0509,-14.829,0,42,8/8/2001,**** Healing,0.0597,94.331,0.682,2001
0.187,316834,['Marvin Gaye'],0.897,223133,0.466,1,R&B;,1.35E-06,10,0.0757,-9.053,0,55,8/27/2001,Music (feat. Marvin *****,0.203,100.01,0.884,2001
0.224,316834,['Marvin Gaye'],0.896,223133,0.457,0,R&B;,1.47E-06,8,0.0832,-9.075,0,47,9/12/2001,Music (feat. Marvin *****,0.0777,100.043,0.921,2001
0.183,376204,['Mary J. Blige'],0.568,210267,0.454,1,R&B;,0,2,0.166,-7.289,1,40,1/1/2001,Back To Life **** (Feat. Mary J. Blige and Jadakiss),0.52,201.683,0.259,2001
0.154,376204,['Mary J. Blige'],0.927,244520,0.558,0,R&B;,0.000267,8,0.0623,-2.352,0,51,1/1/2001,Family Affair - Radio Edit,0.046,92.906,0.975,2001
0.132,376204,['Mary J. Blige'],0.911,265867,0.551,0,R&B;,4.12E-05,8,0.0863,-3.75,0,71,1/1/2001,Family Affair,0.0449,92.887,0.969,2001
0.18,376204,['Mary J. Blige'],0.926,267960,0.56,0,R&B;,5.28E-05,8,0.0804,-2.238,0,49,1/1/2001,Family Affair,0.0479,92.916,0.974,2001
0.534,376204,['Mary J. Blige'],0.653,326240,0.837,0,R&B;,7.12E-05,6,0.0784,-6.818,0,53,1/1/2001,No More Drama,0.124,97.914,0.64,2001
0.182,376204,['Mary J. Blige'],0.476,276360,0.663,0,R&B;,0,6,0.321,-6.905,1,45,8/28/2001,Rainy Dayz,0.191,74.884,0.525,2001
0.676,866491,['Maxwell'],0.467,240320,0.329,0,R&B;,3.69E-05,8,0.108,-9.165,1,57,8/14/2001,This Woman's Work,0.0326,113.643,0.141,2001
0.307,866491,['Maxwell'],0.695,329413,0.454,0,R&B;,4.60E-06,9,0.0727,-7.267,1,50,8/14/2001,Lifetime,0.0788,127.986,0.496,2001
0.239,866491,['Maxwell'],0.761,262440,0.644,0,R&B;,0.0989,7,0.052,-6.498,1,48,8/14/2001,Get to Know Ya,0.0531,101.015,0.917,2001
0.0314,467203,['Michael Jackson'],0.798,385200,0.824,0,R&B;,0.0933,1,0.0665,-0.933,1,48,10/29/2001,Unbreakable,0.144,94.017,0.851,2001
0.371,467203,['Michael Jackson'],0.677,295667,0.741,0,R&B;,2.37E-06,10,0.103,-2.829,0,46,10/29/2001,Whatever Happens,0.0743,97.011,0.565,2001
0.565,467203,['Michael Jackson'],0.459,198373,0.37,0,R&B;,0,7,0.234,-8.041,0,46,10/29/2001,**********,0.0471,133.907,0.118,2001
0.038,467203,['Michael Jackson'],0.854,337733,0.673,0,R&B;,0.000227,4,0.255,-3.132,0,64,10/29/2001,You Rock My World,0.185,95,0.955,2001
0.0583,467203,['Michael Jackson'],0.708,279160,0.655,0,R&B;,2.10E-06,8,0.11,-2.69,1,57,10/29/2001,Butterflies,0.0883,89.99,0.545,2001
0.56,467203,['Michael Jackson'],0.706,288533,0.685,0,R&B;,0,11,0.22,-3.669,1,46,10/29/2001,Heaven Can Wait,0.0837,117.448,0.444,2001
0.39,467203,['Michael Jackson'],0.658,331560,0.648,0,R&B;,0,1,0.127,-3.074,1,47,10/29/2001,Break of Dawn,0.106,81.007,0.409,2001
0.901,500889,['Minnie Riperton'],0.548,226583,0.33,0,R&B;,0,9,0.0934,-8.998,1,48,2001,Lovin' You,0.044,123.602,0.309,2001
0.0201,502371,['Missy Elliott'],0.868,275600,0.624,1,R&B;,7.01E-06,7,0.114,-8.84,1,46,5/14/2001,One Minute Man (feat. Jay-Z) - Remix,0.321,93.887,0.646,2001
0.253,502371,['Missy Elliott'],0.894,230827,0.761,1,R&B;,1.83E-05,11,0.214,-7.262,0,43,5/14/2001,Lick Shots,0.24,123.754,0.556,2001
0.14,502371,['Missy Elliott'],0.969,289373,0.701,1,R&B;,0.00161,1,0.201,-7.503,1,46,5/14/2001,4 My People (feat. Eve),0.156,121.392,0.905,2001
0.533,502371,['Missy Elliott'],0.797,211120,0.75,1,R&B;,0.108,0,0.095,-9.369,1,69,5/14/2001,Get Ur Freak On,0.247,177.87,0.74,2001
0.0266,502371,['Missy Elliott'],0.622,252987,0.669,1,R&B;,2.97E-06,9,0.152,-8.419,1,57,5/14/2001,One Minute Man (feat. Ludacris),0.329,93.839,0.57,2001
0.428,502371,['Missy Elliott'],0.835,299067,0.432,1,R&B;,4.57E-06,1,0.0508,-9.311,0,45,5/14/2001,Take Away (feat. Ginuwine),0.06,125.852,0.661,2001
0.533,502371,['Missy Elliott'],0.78,237067,0.787,0,R&B;,0.134,0,0.122,-6.653,1,41,5/14/2001,Get Ur Freak On,0.209,177.835,0.668,2001
0.0127,373592,['Nate Dogg'],0.859,219493,0.342,1,R&B;,0.00373,7,0.056,-5.789,1,49,12/4/2001,Your Wife (feat. Dr. Dre),0.117,97.08,0.395,2001
0.2,373592,['Nate Dogg'],0.765,313573,0.412,1,R&B;,5.03E-06,8,0.0639,-5.423,0,48,12/4/2001,Backdoor,0.227,200.097,0.815,2001
0.0149,373592,['Nate Dogg'],0.924,238267,0.612,1,R&B;,2.71E-05,7,0.0589,-4.209,1,47,12/4/2001,Concrete Streets,0.191,99.023,0.667,2001
0.399,373592,['Nate Dogg'],0.86,303027,0.688,1,R&B;,0,9,0.67,-7.203,0,61,1/1/2001,Area Codes,0.434,100.934,0.622,2001
0.437,373592,['Nate Dogg'],0.912,236227,0.416,1,R&B;,0.306,10,0.09,-5.943,0,61,12/4/2001,I Got Love,0.164,90.013,0.677,2001
0.105,373592,['Nate Dogg'],0.905,240627,0.414,1,R&B;,0.000366,8,0.0914,-8.112,0,59,12/4/2001,Music & Me,0.0615,99.133,0.758,2001
0.374,422891,['Nivea'],0.746,232347,0.613,0,R&B;,0,5,0.365,-8.819,0,48,1/1/2001,Complicated,0.0351,113.979,0.395,2001
0.111,422891,['Nivea'],0.779,283360,0.562,0,R&B;,0,6,0.0968,-7.031,0,43,1/1/2001,Okay (feat. Lil Jon & YoungBloodZ),0.0578,86.01,0.684,2001
0.283,129775,['Parliament'],0.891,287080,0.837,0,R&B;,0,6,0.412,-5.402,1,41,12/4/2001,Bop Gun (One Nation) - Radio Edit,0.0638,103.05,0.767,2001
0.0958,275757,['Pharrell Williams'],0.582,238475,0.787,0,R&B;,0,4,0.084,-4.678,0,42,11/7/2001,**** the Courvoisier Part II - Remix,0.306,97.285,0.588,2001
0.0844,275757,['Pharrell Williams'],0.697,238600,0.793,1,R&B;,0,6,0.0619,-4.699,0,50,11/7/2001,**** The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,0.323,89.767,0.56,2001
0.268,275757,['Pharrell Williams'],0.883,259547,0.896,0,R&B;,1.04E-06,0,0.0564,-3.695,1,44,12/18/2001,Bouncin' Back (Bumpin' Me ******* the Wall) (feat. Pharrell Williams) - Extended Version,0.208,93.928,0.748,2001
0.0681,405142,['Ray J'],0.89,227267,0.701,1,R&B;,0,7,0.243,-4.954,1,39,6/19/2001,Wait a Minute (feat. Lil' Kim),0.205,100.018,0.728,2001
0.0611,925635,['Sunshine Anderson'],0.698,295827,0.925,0,R&B;,0,3,0.095,-4.209,0,55,2001,Heard It All Before,0.222,96.953,0.676,2001
0.373,48757,['Switch'],0.609,324440,0.678,0,R&B;,0.00179,4,0.114,-10.26,0,40,1/1/2001,There'll Never Be,0.0661,77.651,0.741,2001
0.648,48757,['Switch'],0.519,455200,0.643,0,R&B;,0.00144,11,0.307,-8.268,1,46,1/1/2001,I **** Your Name - *** Version,0.0795,79.91,0.832,2001
0.0453,498987,['SWV'],0.841,278467,0.552,0,R&B;,0.00154,7,0.0533,-10.345,1,42,11/6/2001,I'm So Into You,0.0498,99.018,0.596,2001
0.0194,498987,['SWV'],0.613,226773,0.728,0,R&B;,0.0122,9,0.0929,-5.566,0,42,11/6/2001,Right Here - Human Nature Radio Mix,0.0623,94.016,0.71,2001
0.0608,498987,['SWV'],0.688,292240,0.601,0,R&B;,0,5,0.0611,-9.432,1,55,11/6/2001,Weak,0.0384,127.662,0.56,2001
0.104,498987,['SWV'],0.625,289240,0.456,0,R&B;,0.000161,9,0.334,-9.537,1,48,11/6/2001,Use Your Heart,0.0364,73.927,0.642,2001
0.148,18258,['Teena Marie'],0.769,383707,0.922,0,R&B;,0.000197,2,0.5,-7.479,1,56,1/1/2001,Square Biz,0.119,113.621,0.723,2001
0.0759,30928,['Tevin Campbell'],0.658,284587,0.711,0,R&B;,1.77E-05,2,0.0446,-7.424,0,66,2001,Can We Talk,0.0425,172.365,0.614,2001
0.0631,30928,['Tevin Campbell'],0.684,286720,0.687,0,R&B;,1.29E-05,0,0.0601,-6.393,1,55,2001,I'm Ready,0.0228,91.201,0.752,2001
0.171,30928,['Tevin Campbell'],0.547,294800,0.59,0,R&B;,0,7,0.0391,-9.194,0,48,2001,Shhh,0.0373,126.11,0.442,2001
0.0282,30928,['Tevin Campbell'],0.713,338732,0.677,0,R&B;,5.99E-05,6,0.144,-6.761,1,46,2001,Always in My Heart,0.0253,124.152,0.522,2001
0.226,762731,['The Chi-Lites'],0.418,216280,0.402,0,R&B;,0,10,0.103,-12.942,1,50,2001,Oh ****,0.0288,133.683,0.601,2001
0.479,762731,['The Chi-Lites'],0.62,309013,0.334,0,R&B;,1.20E-06,4,0.169,-15.598,1,50,2001,Have You Seen Her,0.0536,139.375,0.298,2001
0.00154,760977,['The Five Stairsteps'],0.488,197160,0.754,0,R&B;,2.42E-05,5,0.678,-7.95,0,65,11/6/2001,O-o-h Child,0.0381,88.369,0.664,2001
0.668,766893,['The Isley Brothers'],0.682,338373,0.368,0,R&B;,0.000172,11,0.136,-11.147,0,36,2001,"For the Love of You, Pts. * & *",0.0518,102.573,0.686,2001
0.15,766893,['The Isley Brothers'],0.303,372533,0.63,0,R&B;,0.00179,9,0.134,-9.897,0,45,2001,Summer Breeze,0.0496,155.887,0.483,2001
0.0516,766893,['The Isley Brothers'],0.64,263000,0.617,0,R&B;,0,1,0.323,-4.616,1,36,1/1/2001,Secret Lover,0.0362,76.996,0.902,2001
0.348,766893,['The Isley Brothers'],0.541,175893,0.649,0,R&B;,0,5,0.147,-7.579,1,51,1/1/2001,This Old Heart Of Mine (Is Weak For You) - Single Version / Mono,0.0362,65.383,0.905,2001
0.24,766893,['The Isley Brothers'],0.709,346467,0.449,0,R&B;,0,4,0.134,-7.251,0,49,1/1/2001,Contagious,0.04,113.023,0.204,2001
0.421,402872,['The Meters'],0.671,542707,0.493,0,R&B;,3.12E-05,4,0.0668,-8.316,0,41,2001,Down by the River,0.135,134.365,0.735,2001
0.384,3161008,['The Neptunes'],0.797,234773,0.847,1,R&B;,0.000388,6,0.0566,-1.79,0,48,2001,Diddy (feat. The Neptunes),0.237,100.178,0.962,2001
0.106,894847,['The Pointer Sisters'],0.589,233400,0.733,0,R&B;,0.00328,5,0.111,-8.809,0,50,7/9/2001,I'm So Excited,0.0399,182.364,0.913,2001
0.0559,569685,['The Temptations'],0.847,432893,0.599,0,R&B;,0.00483,5,0.192,-11.607,0,46,2001,Papa Was A Rolling Stone,0.0422,119.997,0.873,2001
0.0473,790667,['Tony! Toni! Toné!'],0.706,367373,0.492,0,R&B;,2.69E-06,6,0.0672,-8.916,0,37,1/1/2001,(Lay Your Head On My) Pillow,0.0359,79.063,0.53,2001
0.0427,790667,['Tony! Toni! Toné!'],0.695,291200,0.665,0,R&B;,0,6,0.0861,-6.982,1,45,1/1/2001,Whatever You Want,0.0287,77.985,0.741,2001
0.257,13393,['Tower of Power'],0.45,335080,0.446,0,R&B;,0,3,0.351,-9.229,1,43,7/17/2001,You're Still a Young Man - Remastered,0.0325,114.18,0.558,2001
0.275,807361,['Tyrese'],0.69,280000,0.475,0,R&B;,0,10,0.0951,-4.702,0,47,10/29/2001,What Am I Gonna Do,0.052,145.597,0.536,2001
0.0289,191947,['War'],0.882,240227,0.899,1,R&B;,0.000142,9,0.327,-5.865,0,53,1/1/2001,Cisco Kid,0.266,140.68,0.816,2001
0.126,589802,['Yarbrough & Peoples'],0.824,250000,0.811,0,R&B;,0.0595,8,0.0457,-6.109,0,47,2/27/2001,Don't Stop The Music,0.0425,98.277,0.96,2001
0.202,231397,"[""Lil' Mo""]",0.534,222507,0.693,0,R&B;,0,9,0.0884,-6.049,1,41,1/14/2003,Can't Let You Go (feat. Mike ****** & Lil' Mo),0.49,192.155,0.753,2003
0.231,231397,"[""Lil' Mo""]",0.646,223973,0.6,1,R&B;,0,9,0.0794,-6.569,1,63,2/1/2003,Can't Let You Go (feat. Mike ****** & Lil' Mo),0.458,192.082,0.811,2003
0.0279,231397,"[""Lil' Mo""]",0.683,222947,0.657,0,R&B;,4.49E-05,6,0.367,-10.668,1,56,2/11/2003,4Ever (feat. Fabolous),0.099,99.059,0.764,2003
0.29,892771,"[""The O'Jays""]",0.714,281200,0.646,0,R&B;,2.70E-06,0,0.256,-8.402,1,54,2003,Now That We Found Love,0.0391,113.983,0.963,2003
0.0168,152228,['Club Nouveau'],0.748,294947,0.629,0,R&B;,0,0,0.0991,-8.42,1,44,9/30/2003,Lean on Me - Rerecorded,0.066,182.448,0.919,2003
0.222,152228,['Club Nouveau'],0.674,327640,0.59,0,R&B;,0,7,0.293,-10.296,1,43,9/30/2003,Why You Treat Me So Bad,0.157,98.728,0.58,2003
0.309,607448,['Al Green'],0.762,195573,0.458,0,R&B;,0.00872,9,0.0611,-8.626,0,38,1/1/2003,Let's Stay Together,0.0479,101.556,0.558,2003
0.428,5307,['Alicia Keys'],0.764,249733,0.635,0,R&B;,0.00147,4,0.323,-6.168,0,48,12/2/2003,When You Really Love *******,0.0747,100.544,0.619,2003
0.13,5307,['Alicia Keys'],0.75,186200,0.473,0,R&B;,5.10E-06,10,0.656,-7.71,0,47,12/2/2003,If I Was Your Woman / Walk On By,0.12,82.967,0.627,2003
0.603,5307,['Alicia Keys'],0.609,228707,0.445,0,R&B;,6.77E-06,7,0.104,-9.129,1,78,12/2/2003,If I Ain't Got You,0.106,118.393,0.166,2003
0.589,5307,['Alicia Keys'],0.263,366733,0.663,0,R&B;,0.00451,9,0.342,-8.264,1,61,12/2/2003,You Don't Know My Name,0.19,167.271,0.25,2003
0.0743,5307,['Alicia Keys'],0.727,256000,0.736,0,R&B;,0.00311,10,0.0347,-6.203,1,52,12/2/2003,Karma,0.0615,85.1,0.687,2003
0.375,627026,['Amy Winehouse'],0.669,92413,0.63,0,R&B;,1.59E-06,9,0.446,-10.625,1,39,2003,Cherry,0.532,172.097,0.855,2003
0.763,627026,['Amy Winehouse'],0.494,130067,0.304,0,R&B;,0,2,0.126,-10.33,1,38,2003,I Heard Love Is Blind,0.0772,74.87,0.267,2003
0.114,627026,['Amy Winehouse'],0.539,317000,0.809,0,R&B;,1.02E-05,10,0.0715,-8.851,0,37,2003,In My Bed,0.0683,95.631,0.724,2003
0.143,627026,['Amy Winehouse'],0.867,234111,0.489,0,R&B;,0.000148,9,0.0883,-4.959,0,37,10/20/2003,Intro / Stronger Than Me,0.0676,91.431,0.661,2003
0.539,627026,['Amy Winehouse'],0.754,318333,0.623,0,R&B;,0,0,0.114,-5.999,0,35,2003,You Sent Me Flying,0.0507,99.988,0.325,2003
0.516,627026,['Amy Winehouse'],0.639,410760,0.656,0,R&B;,0,0,0.223,-5.874,0,37,10/20/2003,You Sent Me Flying / Cherry,0.126,99.481,0.319,2003
0.0436,627026,['Amy Winehouse'],0.884,211987,0.51,0,R&B;,0.000333,9,0.0615,-4.679,0,51,2003,Stronger Than Me,0.0392,91.453,0.855,2003
0.102,627026,['Amy Winehouse'],0.876,200600,0.487,1,R&B;,0,7,0.228,-6.454,1,50,10/20/2003,**** Pumps,0.0926,103.074,0.667,2003
0.404,627026,['Amy Winehouse'],0.742,209560,0.524,0,R&B;,3.00E-05,11,0.187,-6.664,0,47,10/20/2003,What Is It About Men,0.0644,76.411,0.479,2003
0.93,627026,['Amy Winehouse'],0.388,128933,0.238,0,R&B;,1.06E-05,1,0.0966,-12.887,0,44,2003,(There Is) No Greater Love,0.0492,138.156,0.244,2003
0.216,627026,['Amy Winehouse'],0.732,253947,0.398,0,R&B;,0.000149,6,0.12,-11.108,1,43,2003,Brother,0.274,83.701,0.63,2003
0.0141,627026,['Amy Winehouse'],0.587,235933,0.519,0,R&B;,0.0184,5,0.102,-7.304,0,43,2003,Mr Magic (Through The Smoke),0.069,96.508,0.558,2003
0.135,581713,['Anthony Hamilton'],0.615,341613,0.417,0,R&B;,0,6,0.365,-7.57,1,42,7/15/2003,Float,0.0368,112.961,0.394,2003
0.348,581713,['Anthony Hamilton'],0.851,273893,0.525,0,R&B;,0,5,0.235,-6.38,1,47,7/15/2003,"Cornbread, Fish & Collard Greens",0.235,98.997,0.746,2003
0.212,581713,['Anthony Hamilton'],0.635,208440,0.695,0,R&B;,0,11,0.298,-4.403,1,41,7/15/2003,Mama Knew Love,0.314,79.232,0.766,2003
0.0859,581713,['Anthony Hamilton'],0.432,195853,0.711,0,R&B;,8.24E-05,4,0.103,-7.081,0,40,7/15/2003,Since I Seen't You,0.346,89.917,0.532,2003
0.536,581713,['Anthony Hamilton'],0.556,246773,0.346,0,R&B;,0,0,0.106,-9.809,0,58,7/15/2003,Charlene,0.311,123.869,0.451,2003
0.184,581713,['Anthony Hamilton'],0.572,240147,0.745,0,R&B;,0,6,0.154,-6.418,0,51,7/15/2003,Comin' from Where I'm From - Radio Mix,0.367,160.037,0.593,2003
0.132,581713,['Anthony Hamilton'],0.494,264120,0.534,0,R&B;,0,10,0.353,-5.827,0,43,7/15/2003,I'm A Mess,0.317,144.165,0.548,2003
0.179,933898,['Ashanti'],0.726,274333,0.568,0,R&B;,0,7,0.0488,-8.358,0,47,1/14/2003,Into You (feat. Ashanti),0.0298,91.906,0.631,2003
0.409,933898,['Ashanti'],0.71,209120,0.795,0,R&B;,0,4,0.16,-3.005,0,65,1/1/2003,Rock Wit U (Awww Baby),0.0593,94.997,0.852,2003
0.179,933898,['Ashanti'],0.726,274333,0.568,0,R&B;,0,7,0.0488,-8.358,0,60,2/1/2003,Into You (feat. Ashanti),0.0298,91.906,0.631,2003
0.343,933898,['Ashanti'],0.606,297960,0.699,0,R&B;,1.93E-06,8,0.0757,-3.103,0,47,1/1/2003,Rain On Me,0.0337,83.701,0.509,2003
0.382,62412,['Avant'],0.451,278947,0.523,0,R&B;,0,7,0.0752,-5.53,1,40,1/1/2003,Don't Take Your Love Away,0.0905,186.056,0.393,2003
0.291,62412,['Avant'],0.755,263507,0.381,0,R&B;,5.13E-06,8,0.0974,-6.696,0,56,1/1/2003,Read Your Mind,0.0711,73.108,0.695,2003
0.23,62412,['Avant'],0.666,228120,0.526,0,R&B;,0,5,0.278,-4.71,1,50,1/1/2003,Wanna Be Close,0.0389,138.129,0.676,2003
0.35,117001,['Barrett Strong'],0.663,157880,0.815,0,R&B;,0,5,0.128,-8.059,1,46,1/1/2003,Money (That's What I Want) - Single Version / Mono,0.0332,132.186,0.952,2003
0.0919,149044,['Barry White'],0.841,239307,0.412,0,R&B;,0,7,0.0908,-10.336,1,47,2/25/2003,Practice What You Preach,0.0445,93.65,0.661,2003
0.125,761179,['Beyoncé'],0.711,260200,0.454,0,R&B;,2.15E-06,0,0.071,-6.485,0,43,6/24/2003,Be With You,0.0904,74.928,0.782,2003
0.114,761179,['Beyoncé'],0.662,259067,0.374,0,R&B;,3.59E-06,9,0.249,-11.19,1,42,6/24/2003,Yes,0.34,112.694,0.551,2003
0.167,761179,['Beyoncé'],0.493,219200,0.527,0,R&B;,0,10,0.288,-9.752,1,41,6/24/2003,That's How You Like It (feat. Jay-Z),0.33,103.451,0.697,2003
0.00249,761179,['Beyoncé'],0.646,236133,0.77,0,R&B;,0,2,0.0715,-6.596,0,76,6/24/2003,Crazy In Love (feat. Jay-Z),0.226,99.165,0.681,2003
0.226,761179,['Beyoncé'],0.75,301133,0.458,0,R&B;,3.25E-05,1,0.137,-9.092,1,66,6/24/2003,"Me, Myself and I",0.0803,83.61,0.536,2003
0.237,761179,['Beyoncé'],0.588,208573,0.461,0,R&B;,1.54E-05,6,0.0913,-8.686,0,62,6/24/2003,Naughty ****,0.161,200.053,0.659,2003
0.345,761179,['Beyoncé'],0.609,293133,0.407,0,R&B;,0,6,0.19,-8.026,1,57,6/24/2003,Dangerously In Love,0.0808,99.982,0.459,2003
0.158,761179,['Beyoncé'],0.568,360493,0.282,0,R&B;,0.00258,10,0.182,-10.225,1,45,6/24/2003,**********,0.0313,112.708,0.103,2003
0.324,49774,['Blackstreet'],0.865,305707,0.65,0,R&B;,0,1,0.133,-4.617,0,50,1/1/2003,No Diggity,0.207,88.663,0.715,2003
0.408,49774,['Blackstreet'],0.556,262440,0.628,0,R&B;,0,6,0.384,-4.435,0,45,1/1/2003,****,0.0717,111.173,0.297,2003
0.0313,759187,['Blaque'],0.662,215560,0.804,0,R&B;,0,11,0.146,-5.062,0,50,9/2/2003,I'm Good - Radio Version,0.194,102.766,0.708,2003
0.173,48903,['Blu Cantrell'],0.698,250493,0.722,0,R&B;,0,5,0.289,-5.319,0,47,2003,Hit 'Em up ***** (Oops!),0.0799,90.116,0.67,2003
0.454,96379,['Boyz II Men'],0.588,201280,0.371,0,R&B;,0,0,0.144,-12.9,1,37,10/7/2003,Water Runs Dry,0.0262,89.611,0.522,2003
0.0146,96379,['Boyz II Men'],0.746,235320,0.852,0,R&B;,3.02E-05,2,0.26,-9.676,1,53,10/7/2003,Motownphilly - Original Version,0.0606,114.165,0.76,2003
0.067,96379,['Boyz II Men'],0.64,348893,0.421,0,R&B;,0,5,0.0614,-9.298,0,47,10/7/2003,End Of The Road,0.0246,74.836,0.478,2003
0.27,517074,['Brian McKnight'],0.472,241040,0.4,0,R&B;,0,6,0.0239,-7.058,1,46,1/1/2003,"Shoulda, Woulda, Coulda - Main",0.169,68.965,0.593,2003
0.63,946940,['Calvin Richardson'],0.737,321680,0.426,0,R&B;,0,10,0.0809,-6.25,0,39,1/1/2003,More Than A Woman,0.184,132.001,0.605,2003
0.0811,946940,['Calvin Richardson'],0.408,227987,0.45,0,R&B;,1.57E-06,10,0.214,-5.808,1,37,1/1/2003,Keep On Pushin',0.0323,174.398,0.166,2003
0.283,946940,['Calvin Richardson'],0.812,264213,0.493,0,R&B;,0,2,0.176,-4.297,1,37,1/1/2003,Falling Out,0.0444,97.601,0.787,2003
0.785,126144,['Chuck Willis'],0.517,145373,0.56,0,R&B;,2.56E-06,0,0.275,-7.442,1,40,2003,Wrong Lake To Catch A Fish (with The Royals),0.112,161.161,0.685,2003
0.222,766094,['Commodores'],0.581,254760,0.529,0,R&B;,0.00166,10,0.11,-9.664,0,38,2003,Easy - Single Version,0.0289,132.336,0.328,2003
0.651,766094,['Commodores'],0.529,366027,0.508,0,R&B;,0.000672,8,0.136,-7.678,1,36,1/1/2003,Jesus Is Love,0.0293,136.647,0.379,2003
0.0577,159340,['Dwele'],0.712,249573,0.657,0,R&B;,0,10,0.234,-5.888,0,47,1/1/2003,Find A Way,0.149,97.993,0.437,2003
0.229,170770,['Erykah Badu'],0.763,194160,0.613,0,R&B;,0.00117,10,0.114,-8.003,0,41,9/1/2003,Woo,0.216,87.037,0.713,2003
0.0862,170770,['Erykah Badu'],0.775,529373,0.414,0,R&B;,0.00166,2,0.14,-8.895,1,40,9/1/2003,Bump It,0.116,86.525,0.405,2003
0.0408,170770,['Erykah Badu'],0.743,182053,0.54,0,R&B;,0.000581,1,0.832,-9.738,1,36,9/1/2003,Think Twice,0.0774,88.999,0.443,2003
0.191,170770,['Erykah Badu'],0.744,286920,0.548,0,R&B;,0.0232,5,0.186,-9.245,0,51,9/1/2003,Back In The Day,0.104,91.845,0.524,2003
0.02,170770,['Erykah Badu'],0.801,349000,0.537,0,R&B;,3.71E-05,11,0.111,-10.595,1,46,9/1/2003,Danger,0.46,89.064,0.433,2003
0.497,170770,['Erykah Badu'],0.576,653160,0.38,0,R&B;,0.0706,7,0.125,-11.46,1,44,9/1/2003,I Want You,0.245,96.995,0.301,2003
