artist_id,artist_name,main_genre
93859,Bowery Electric,Pop/Rock
93872,Koffee Brown,R&B;
94126,Bow Wow Wow,Pop/Rock
94205,Chet Atkins,Country
94210,Chet Baker,Jazz
94224,Ike & Tina Turner,R&B;
94658,Commissioned,Religious
94764,Bonnie "Prince" Billy,Pop/Rock
94792,Imogen Heap,Pop/Rock
94861,Kings of Convenience,Pop/Rock
94890,The Legendary Pink Dots,Pop/Rock
95176,Bonobo,Electronic
95613,Chico Buarque,International
96142,Charly GarcÃ­a,Latin
96379,Boyz II Men,R&B;
96576,Interpol,Pop/Rock
96613,Bonnie Raitt,Pop/Rock
96679,Blackfoot,Pop/Rock
96701,Kinky,International
96744,Chris Rea,Pop/Rock
96804,Kingdom Come,Pop/Rock
96944,Chris Hillman,Country
96964,Boz Scaggs,Pop/Rock
96977,In Flames,Pop/Rock
97065,Birdy,Pop/Rock
97173,Bonnie Tyler,Pop/Rock
97182,Christy Moore,International
97200,Bracket,Pop/Rock
97203,BlackHawk,Country
97325,Biohazard,Pop/Rock
97384,Kings of Leon,Pop/Rock
97395,Colin Hay,Pop/Rock
97426,Booker Ervin,Jazz
97491,Kittie,Pop/Rock
97509,Con Funk Shun,R&B;
97529,Booker Little,Jazz
97654,Kim Carnes,Pop/Rock
97786,BoySetsFire,Pop/Rock
97949,The International Submarine Band,Pop/Rock
98081,Engelbert Humperdinck,Vocal
98189,Kitty Wells,Country
98278,Keith Relf,Pop/Rock
98361,Hawthorne Heights,Pop/Rock
98465,Iron Maiden,Pop/Rock
98467,Klaatu,Pop/Rock
98688,Jack Ingram,Country
98707,kidneythieves,Pop/Rock
98819,Labi Siffre,R&B;
98944,Kix,Pop/Rock
99032,Company B,Unknown
99104,Vashti Bunyan,Folk
99198,Kitty Kallen,Vocal
99246,Concrete Blonde,Pop/Rock
99449,Cornelius,Pop/Rock
99508,The Kills,Pop/Rock
99561,The Incredible String Band,Folk
99730,India,Latin
99753,Connie Smith,Country
99770,The Long Winters,Pop/Rock
99888,The Knickerbockers,Pop/Rock
100116,Charlie Wilson,R&B;
100160,The Kinks,Pop/Rock
100197,LaShun Pace,Religious
100426,Paul Horn,Unknown
100473,L7,Pop/Rock
100496,Book of Love,Pop/Rock
100575,Chris Tomlin,Religious
100627,Chucho Avellanet,Unknown
100659,Labradford,Pop/Rock
100840,Chase,Pop/Rock
100854,Jimmy Witherspoon,Blues
101072,The Pussycat Dolls,Pop/Rock
101164,LFO,Electronic
101415,Ivy,Pop/Rock
101575,Control,Latin
101628,Charlie Ventura,Jazz
101701,Conflict,Pop/Rock
101776,Jack Nitzsche,Pop/Rock
101795,Kirk Whalum,Jazz
101895,Joe,R&B;
101946,Isaac Hayes,R&B;
101953,Klymaxx,R&B;
102050,The Kingston Trio,Folk
102176,Kostas,Unknown
102399,Larry Carlton,Jazz
102750,Jack Off Jill,Pop/Rock
102781,Carl Perkins,Jazz
102964,Choking Victim,Pop/Rock
102985,Julio Iglesias,Vocal
103033,Chuck Jackson,R&B;
103162,Kim Weston,R&B;
103324,Kreator,Pop/Rock
103447,Kim Wilde,Pop/Rock
103449,Camille,Unknown
103460,Lani Hall,Vocal
103484,Indigo Girls,Pop/Rock
103600,Christian McBride,Jazz
104147,La Sonora Dinamita,Latin
104217,Jaci Velasquez,Religious
104314,Lafayette Afro Rock Band,International
104388,Jack DeJohnette,Jazz
104455,The La's,Pop/Rock
104548,Kottonmouth Kings,Pop/Rock
104714,Kraftwerk,Electronic
104741,Jacob Do Bandolim,Latin
105030,Coheed and Cambria,Pop/Rock
105129,Collective Soul,Pop/Rock
105329,Chris Botti,Jazz
105354,Cheap Trick,Pop/Rock
105422,Corrosion of Conformity,Pop/Rock
105462,Cody ChesnuTT,R&B;
105618,Ladysmith Black Mambazo,International
105638,Cold,Pop/Rock
105685,Krokus,Pop/Rock
106145,Colby O'Donis,R&B;
106298,Cheech & Chong,Comedy/Spoken
106514,Boots Randolph,Country
106882,Lamont Dozier,R&B;
106916,Chris Cagle,Country
106987,"Lambert, Hendricks & Ross",Jazz
107090,Cher,Pop/Rock
107139,Bootsy Collins,R&B;
107227,Kruder & Dorfmeister,Electronic
107247,Chuck Rainey,Jazz
107249,Lakeside,R&B;
107466,Chris LeDoux,Country
107556,Kimya Dawson,Pop/Rock
107753,Luny Tunes,Latin
107877,James Carr,R&B;
107950,Isobel Campbell,Pop/Rock
108124,Cherrelle,R&B;
108249,Kristin Chenoweth,Vocal
108265,Israel & New Breed,Religious
108283,Lalo RodrÃ­guez,Latin
108340,The Zutons,Pop/Rock
108446,Ismael Rivera,Latin
108554,Cheo Feliciano,Latin
108679,Crash Test Dummies,Pop/Rock
108774,Cheryl Wheeler,Folk
108826,Jackie Wilson,R&B;
109012,It's a Beautiful Day,Pop/Rock
109202,Chemlab,Pop/Rock
109263,Chris Duarte,Pop/Rock
109274,Chris Montez,Pop/Rock
109367,Jackson Do Pandeiro,Latin
109414,Courtney Love,Pop/Rock
109421,Crowbar,Pop/Rock
109542,Jackyl,Pop/Rock
109628,Panda Bear,Pop/Rock
109637,Culture,Reggae
109669,IsmaÃ«l LÃ´,International
109735,Circle Jerks,Pop/Rock
109784,Jain,Pop/Rock
110011,Crazy Town,Pop/Rock
110104,Cissy Houston,R&B;
110161,Chicago,Pop/Rock
110341,The Creation,Pop/Rock
110454,Chico CÃ©sar,Latin
110541,Chick Corea,Jazz
110564,Ivan Lins,Latin
110791,Citizen Cope,Pop/Rock
110792,City Boy,Pop/Rock
110945,Chico DeBarge,R&B;
111794,Chico O'Farrill,Jazz
111934,Ivie Anderson,Vocal
111963,Chris Whitley,Pop/Rock
111969,Tye Tribbett,Religious
112017,Jo Stafford,Vocal
112185,James,Pop/Rock
112204,Crimson Glory,Pop/Rock
112462,Cream,Pop/Rock
112540,Cisco Houston,Folk
112789,Korn,Pop/Rock
113082,Colin James,Pop/Rock
113480,Jaco Pastorius,Jazz
113721,Eric Darius,Jazz
113823,Chrissie Hynde,Pop/Rock
114342,The Doors,Pop/Rock
115079,Joe Hill Louis,Blues
115140,Commander Cody and His Lost Planet Airmen,Pop/Rock
115544,Christopher Williams,R&B;
115554,LSG,R&B;
115733,J.B. Lenoir,Blues
116087,Leatherface,Pop/Rock
116178,Culture Club,Pop/Rock
116425,Chromeo,Pop/Rock
116465,Jah Cure,Reggae
116984,Chubby Checker,R&B;
117001,Barrett Strong,R&B;
117064,Connie Francis,Pop/Rock
117356,Ledisi,R&B;
117490,Chris Smither,Pop/Rock
117844,"Hank Williams, Jr.",Country
117990,Joe Bataan,Latin
118128,Jocelyn Brown,R&B;
118189,Clay Walker,Country
118243,Joe Bonamassa,Blues
118289,Labelle,R&B;
118327,Chrome,Pop/Rock
118384,Comus,Pop/Rock
118493,JoÃ£o Donato,Latin
118503,Lacy J. Dalton,Country
118544,The Drifters,R&B;
118664,Basia,Pop/Rock
118665,Basic Black,R&B;
118791,LeAnn Rimes,Country
118798,Chromatics,Pop/Rock
118853,Jack McDuff,Jazz
118979,The Dandy Warhols,Pop/Rock
119058,Confederate Railroad,Unknown
119107,Vladimir Horowitz,Unknown
119111,J.J. Johnson,Jazz
119469,Corey Hart,Pop/Rock
119629,Joe Lovano,Jazz
119651,J.J. Cale,Pop/Rock
119655,Chris Thomas,Pop/Rock
120010,Jack Johnson,Pop/Rock
120060,Christian Death,Pop/Rock
120067,Cornelio Reyna,Latin
120163,Len,Pop/Rock
120370,La Mafia,Unknown
120411,Cowboy,Pop/Rock
120412,Cowboy Mouth,Pop/Rock
120487,Jack Kerouac,Comedy/Spoken
120521,Chuck Berry,Pop/Rock
120615,Joe Brown,Pop/Rock
120953,Cowboy Junkies,Pop/Rock
121157,The Contours,R&B;
121236,Cartel,Pop/Rock
121318,Chris Squire,Pop/Rock
121459,Cornell Campbell,Reggae
121584,Laraaji,New Age
121590,Jacques Brel,Vocal
121746,Cornershop,Pop/Rock
121778,Cibo Matto,Pop/Rock
121863,Coyote Shivers,Pop/Rock
122023,Cilla Black,Pop/Rock
122037,Bappi Lahiri,International
122198,Barbara,Unknown
122219,Craig David,R&B;
122252,Lady Saw,Reggae
122381,Jacques Dutronc,Pop/Rock
122738,Chris Thomas King,Blues
122754,Cyndi Lauper,Pop/Rock
122795,L.T.D.,R&B;
123007,The Dickies,Pop/Rock
123345,Claus Ogerman,Jazz
123363,Converge,Pop/Rock
123515,ChristiÃ³n,R&B;
123754,Christopher Cross,Pop/Rock
123904,Jack Costanzo,Unknown
123915,Christine McVie,Pop/Rock
124248,Laidback Luke,Electronic
124492,Beck,Pop/Rock
124825,Cory Morrow,Country
124881,Craig Morgan,Country
125088,Chuck Prophet,Pop/Rock
125465,Barclay James Harvest,Pop/Rock
125506,Jagged Edge,R&B;
125528,Laid Back,Pop/Rock
125561,Cinderella,Pop/Rock
125569,Chuckii Booker,R&B;
125822,Exodus,Pop/Rock
125829,Coralie ClÃ©ment,Pop/Rock
125940,El Gran Silencio,Latin
126048,The Fabulous Thunderbirds,Pop/Rock
126144,Chuck Willis,R&B;
126168,Christina Milian,R&B;
126287,Richard Swift,Pop/Rock
126731,The Disco Biscuits,Pop/Rock
126782,Lambchop,Pop/Rock
126862,Jaguares,Latin
126903,Cindy Walker,Country
127063,Bell Biv DeVoe,R&B;
127301,Lamb,Electronic
127337,Be Bop Deluxe,Pop/Rock
127360,Everything But the Girl,Pop/Rock
127369,Ahmad Jamal,Jazz
127451,Jackie DeShannon,Pop/Rock
127696,Lalah Hathaway,R&B;
127766,Jackie Paris,Vocal
127889,BeBe Winans,Religious
127898,Eyeless in Gaza,Pop/Rock
127949,Jackie McLean,Jazz
128099,James Brown,R&B;
128141,Cranes,Pop/Rock
128143,Trey Songz,R&B;
128231,Jack Wagner,Pop/Rock
128244,The Beloved,Pop/Rock
128249,Eydie Gorme,Vocal
128266,Country Joe & the Fish,Pop/Rock
128290,The Dirty Dozen Brass Band,Jazz
128440,Duran Duran,Pop/Rock
128495,Counting Crows,Pop/Rock
128585,Jackie Mittoo,Reggae
128873,Jack White,Pop/Rock
128881,Dirty South,Unknown
129254,The Grascals,Country
129308,The Durutti Column,Pop/Rock
129430,Cluster,Electronic
129547,Clarence "Gatemouth" Brown,Blues
129551,Crossfade,Pop/Rock
129591,Clarence "Frogman" Henry,R&B;
129637,Crass,Pop/Rock
129761,Jimmy Webb,Pop/Rock
129775,Parliament,R&B;
129778,Tony Scott,Unknown
129817,Shabba Ranks,Reggae
129945,Larry Gatlin,Country
130028,Freddie Mercury,Pop/Rock
130036,"Crosby, Stills, Nash & Young",Pop/Rock
130037,Cross Canadian Ragweed,Country
130115,Jackson C. Frank,Folk
130173,Crowded House,Pop/Rock
130402,Larry Graham,R&B;
130418,Spragga Benz,Reggae
130425,Shadow Wilson,Unknown
130552,Tal Bachman,Pop/Rock
130686,Jacky Terrasson,Jazz
130689,Jackson Browne,Pop/Rock
130764,Face to Face,Pop/Rock
130855,Tony Rice,Country
130922,Jai Uttal,New Age
130932,Crazy Horse,Pop/Rock
131029,Jam & Spoon,Unknown
131038,Spoon,Pop/Rock
131178,James Burton,Country
131285,Country Joe McDonald,Unknown
131581,"Crosby, Stills & Nash",Pop/Rock
131603,Squirrel Nut Zippers,Pop/Rock
131624,Larry Levan,R&B;
131627,Creedence Clearwater Revival,Pop/Rock
131650,Talking Heads,Pop/Rock
131681,Pat Boone,Vocal
131841,James Cotton,Blues
131866,Sean Garrett,Unknown
132095,Crucifix,Pop/Rock
132449,Crystal Gayle,Country
132579,Larry Norman,Religious
132710,Crime & the City Solution,Pop/Rock
132849,Crystal Lewis,Religious
132856,Crystal Waters,R&B;
132940,Lata Mangeshkar,International
133057,Jo Dee Messina,Country
133119,Thad Jones,Jazz
133177,Tamar Braxton,R&B;
133420,Dwarves,Pop/Rock
133528,Jo Jo Gunne,Pop/Rock
133719,Fatboy Slim,Electronic
133832,Clark Terry,Jazz
133883,Cristian Castro,Latin
133957,Jamelia,Pop/Rock
133969,Joan Armatrading,Pop/Rock
133988,Clint Mansell,Stage & Screen
134051,Elbow,Pop/Rock
134600,D'Angelo,R&B;
134729,Faith No More,Pop/Rock
134761,Pat Green,Country
135024,Larry Williams,R&B;
135032,The Beau Brummels,Pop/Rock
135054,Joan Jett & the Blackhearts,Pop/Rock
135059,Classics IV,Pop/Rock
135152,Jodeci,R&B;
135273,"Earth, Wind & Fire",R&B;
135378,James Booker,Blues
135391,Benny Golson,Jazz
135494,James & Bobby Purify,Unknown
135543,The Electric Prunes,Pop/Rock
135740,Midlake,Pop/Rock
136075,The Crusaders,Jazz
136124,The Crystal Method,Electronic
136640,Tammy Wynette,Country
136871,The Doobie Brothers,Pop/Rock
137084,Jody Watley,R&B;
137137,Eddie "Cleanhead" Vinson,Jazz
137390,The Cure,Pop/Rock
137401,The Cyrkle,Pop/Rock
137430,The Cover Girls,R&B;
137474,Laura Nyro,Pop/Rock
137494,Fats Domino,R&B;
137580,The Cramps,Pop/Rock
137904,Fefe Dobson,Pop/Rock
137980,The Creatures,Pop/Rock
138063,Barrington Levy,Reggae
138071,The Dresden Dolls,Pop/Rock
138235,Laura Pausini,Pop/Rock
138271,Cursive,Pop/Rock
138332,The Crystals,R&B;
138335,Dobie Gray,R&B;
138407,The Dramatics,R&B;
138520,The Damned,Pop/Rock
138560,Frankie Carle,Jazz
138699,Frank Zappa,Pop/Rock
138833,Fela Kuti,International
138837,Joe Liggins,Blues
139026,Led Zeppelin,Pop/Rock
139089,Barenaked Ladies,Pop/Rock
139212,BarlowGirl,Pop/Rock
139475,JoÃ£o Bosco,Latin
139566,Curtis Fuller,Jazz
139655,Laura Branigan,Pop/Rock
139709,The Country Gentlemen,Country
139741,Frankie Goes to Hollywood,Pop/Rock
139804,Joe Henderson,Jazz
139908,The Cult,Pop/Rock
139933,Frankie Lymon,R&B;
140176,Eddie Fisher,Vocal
140499,Cocteau Twins,Pop/Rock
140521,The Crew Cuts,Pop/Rock
140553,Lecuona Cuban Boys,Latin
140689,Dead Boys,Pop/Rock
140816,Eddie Hazel,R&B;
140963,Frankie Yankovic,Unknown
141256,Joe Maphis,Country
141681,Dokken,Pop/Rock
141683,The Darkness,Pop/Rock
141774,Curtis Stigers,Jazz
141838,Eddie Money,Pop/Rock
141893,Cut Copy,Pop/Rock
142050,Carlene Carter,Country
142178,Frankie Laine,Vocal
142208,Eddie Murphy,Comedy/Spoken
142249,Basement Jaxx,Electronic
142652,D.O.A.,Pop/Rock
142767,The Dave Brubeck Quartet,Jazz
142963,The Dukes of Stratosphear,Pop/Rock
143224,D.L. Menard,Unknown
143367,The Duprees,R&B;
143490,Cusco,New Age
143494,The Dubliners,International
143559,JoaquÃ­n Sabina,Latin
143749,fIREHOSE,Pop/Rock
143781,The Del Fuegos,Pop/Rock
143951,Faron Young,Country
144349,Ed Bruce,Country
144458,Curtis Mayfield,R&B;
144538,Curved Air,Pop/Rock
144629,Fever Tree,Pop/Rock
144767,Bassnectar,Unknown
144847,Eagles,Pop/Rock
145086,The Easybeats,Pop/Rock
145128,Echo & the Bunnymen,Pop/Rock
145443,Fito Olivares,Latin
145489,Carl Allen,Jazz
145543,Eddie Safranski,Jazz
146088,The Easy Riders,Folk
146354,The Del McCoury Band,Country
146478,Bang Tango,Pop/Rock
146490,Fastball,Pop/Rock
146544,Eddie Van Halen,Pop/Rock
146551,Cybotron,Electronic
146748,Le Orme,Unknown
146755,Cutting Crew,Pop/Rock
146796,The Deele,R&B;
147082,James Ingram,R&B;
147200,The Dells,R&B;
147245,Duke Jordan,Jazz
147294,Cymande,R&B;
147306,Eddy Raven,Country
147316,Le Tigre,Pop/Rock
147468,Clay Aiken,Pop/Rock
147481,Fila Brazillia,Electronic
147635,Carly Simon,Pop/Rock
147638,Edgar Froese,Electronic
147771,Cutty Ranks,Reggae
147785,Eve 6,Pop/Rock
148004,Dirty Projectors,Pop/Rock
148227,Anthony Green,Pop/Rock
148305,Fred Hammond,Religious
148355,Egg,Pop/Rock
148477,Clarence Carter,R&B;
149044,Barry White,R&B;
149102,The Distillers,Pop/Rock
149166,Carolyn Hester,Folk
149173,Carter Burwell,Stage & Screen
149515,Joe Cocker,Pop/Rock
149840,Catherine Wheel,Pop/Rock
149946,Donald Byrd,Jazz
149973,Barbara Lynn,R&B;
150048,Enigma,Electronic
150062,Earl Hooker,Blues
150181,Leaf Hound,Pop/Rock
150530,James Horner,Stage & Screen
150629,Ã‰dith Piaf,Vocal
150998,Tosca,Unknown
151240,Earl Klugh,Jazz
151290,BÃ©la Fleck,Jazz
151431,Roger Miller,Country
151469,Earl King,R&B;
151504,Bayside,Pop/Rock
151549,Belinda Carlisle,Pop/Rock
151666,Julian Bream,Classical
151769,Carnage,Unknown
151787,Bathory,Pop/Rock
151979,Bay City Rollers,Pop/Rock
151988,Frank Reyes,Latin
152002,Joe Ely,Country
152023,Everclear,Pop/Rock
152228,Club Nouveau,R&B;
152312,Jack Bruce,Pop/Rock
152384,ExposÃ©,Pop/Rock
152973,BeBe & CeCe Winans,Religious
153103,Donald Fagen,Pop/Rock
153129,Grayson Hugh,R&B;
153503,Gary Peacock,Jazz
153519,Earl Scruggs,Country
153526,Cliff Richard,Pop/Rock
153590,Graham Nash,Pop/Rock
153630,Frente!,Pop/Rock
153915,Duncan Sheik,Pop/Rock
153933,Geddy Lee,Pop/Rock
154297,Anna Nalick,Pop/Rock
154417,Clutch,Pop/Rock
154530,Beat Happening,Pop/Rock
154533,Ewan MacColl,Folk
154544,Green Day,Pop/Rock
154548,Eric Burdon,Pop/Rock
154765,Sha Na Na,Unknown
154822,Ekoostik Hookah,Pop/Rock
154998,Bauhaus,Pop/Rock
155091,Every Time I Die,Pop/Rock
155170,Passion,Religious
155563,Take 6,Religious
155801,Flo & Eddie,Pop/Rock
156043,Discharge,Pop/Rock
156122,Fozzy,Pop/Rock
156484,Sponge,Pop/Rock
156749,Eric Heatherly,Country
156886,Spyro Gyra,Jazz
156938,Shaggy,Reggae
156950,Chad Brock,Country
157063,Greg Phillinganes,R&B;
157377,Ottmar Liebert,New Age
158018,Dope,Pop/Rock
158309,Pat Benatar,Pop/Rock
158540,Gavin DeGraw,Pop/Rock
158656,Taking Back Sunday,Pop/Rock
158717,DÃ³ris Monteiro,Latin
158765,Gavin Friday,Pop/Rock
158849,Squarepusher,Electronic
158888,Gas,Electronic
159214,Dusty Springfield,Pop/Rock
159312,Bebo Norman,Religious
159340,Dwele,R&B;
159406,Franco,International
159410,Further Seems Forever,Pop/Rock
159433,Take That,Pop/Rock
159655,Shadows Fall,Pop/Rock
159699,Emmylou Harris,Country
159791,Toots Thielemans,Jazz
160054,Sham 69,Pop/Rock
160198,Gene Ammons,Jazz
160428,Clint Eastwood,Reggae
160638,Enchantment,R&B;
160690,En Vogue,R&B;
160742,Stacey Kent,Vocal
160848,Gregory Isaacs,Reggae
161173,Bebo ValdÃ©s,Latin
161351,Gov't Mule,Pop/Rock
161436,Chaka Demus & Pliers,Reggae
161637,Frank Foster,Jazz
161808,Shania Twain,Country
161830,Tamba Trio,Latin
161920,Grace Jones,R&B;
162197,Ben Folds,Pop/Rock
162233,Fairport Convention,Pop/Rock
162265,Franco De Vita,Latin
162269,Faith Hill,Country
162487,Dixie Chicks,Country
162677,Dizzy Gillespie,Jazz
162794,Shankar,International
162820,Gene Chandler,R&B;
162930,Eartha Kitt,Vocal
162943,Cass McCombs,Pop/Rock
163059,Electric Six,Pop/Rock
163198,Carl Smith,Country
163213,Tweet,R&B;
163229,Electric Light Orchestra,Pop/Rock
163256,Feargal Sharkey,Unknown
163386,Exhorder,Pop/Rock
163420,G. Love & Special Sauce,Pop/Rock
163435,Bebel Gilberto,Latin
163570,Ben Lee,Pop/Rock
163577,Doug Kershaw,Country
163835,Manos Hadjidakis,Stage & Screen
163977,Shannon,R&B;
164053,Faith Evans,R&B;
164093,Tammi Terrell,R&B;
164175,Electric Wizard,Pop/Rock
164189,Cast,Pop/Rock
164504,Dream Evil,Pop/Rock
164594,Ben E. King,R&B;
164686,Ben Folds Five,Pop/Rock
164750,Garland Jeffreys,Pop/Rock
165011,Dionne Warwick,R&B;
165068,Garnett Silk,Reggae
165076,Stacey Q,Pop/Rock
165077,Stacie Orrico,Religious
165117,Tamia,R&B;
165162,Gentle Giant,Pop/Rock
165294,Chapterhouse,Pop/Rock
165345,ChantÃ© Moore,R&B;
165354,Franke & the Knockouts,Pop/Rock
165652,Eagles of Death Metal,Pop/Rock
165663,Twisted Sister,Pop/Rock
165736,Eddie & the Hot Rods,Pop/Rock
165818,Charley Pride,Country
165830,Cocoa Tea,Reggae
165855,Frankie Avalon,Pop/Rock
166025,Eddie "Lockjaw" Davis,Jazz
166033,Elvis Crespo,Latin
166291,Eagle-Eye Cherry,Pop/Rock
166383,Djivan Gasparyan,International
166505,Feist,Pop/Rock
166658,Hum,Pop/Rock
166767,Charlie Barnet,Jazz
166785,Dan Fogelberg,Pop/Rock
167220,Djavan,Latin
167287,Frank Black,Pop/Rock
167296,Caravan,Pop/Rock
167320,Fear Factory,Pop/Rock
167361,Dru Hill,R&B;
167386,ESG,R&B;
167399,Marvin Hamlisch,Stage & Screen
167517,Dire Straits,Pop/Rock
167762,Drowning Pool,Pop/Rock
168110,Downset,Pop/Rock
168126,Ben Kweller,Pop/Rock
168246,Lukas Foss,Unknown
168256,Eva Cassidy,Pop/Rock
168958,Eddie Floyd,R&B;
168993,Elf,Pop/Rock
169088,Dr. Buzzard's Original Savannah Band,R&B;
169099,Lush,Pop/Rock
169124,Eddie Harris,Jazz
169189,Down,Pop/Rock
169202,Doc Watson,Folk
169228,Dionne Farris,R&B;
169239,Felix da Housecat,Electronic
169317,Carnivore,Pop/Rock
169480,Eddie Griffin,Unknown
169526,Frankie Paul,Reggae
169536,Ferlin Husky,Country
169578,Frankie Ruiz,Latin
169795,Fiona Apple,Pop/Rock
169818,Carl Thomas,R&B;
169856,Luther Allison,Blues
169948,Eddie Henderson,Jazz
170211,Eddie Kendricks,R&B;
170214,Ferrante & Teicher,Easy Listening
170228,Tygers of Pan Tang,Pop/Rock
170330,Franz Waxman,Stage & Screen
170369,Lynyrd Skynyrd,Pop/Rock
170381,Europe,Pop/Rock
170454,Carla Thomas,R&B;
170625,Eddie Holland,Unknown
170688,Vic Dickenson,Unknown
170690,Erskine Hawkins,Jazz
170758,Finley Quaye,Pop/Rock
170770,Erykah Badu,R&B;
170815,Fred Neil,Folk
170879,Fall Out Boy,Pop/Rock
171015,Lyle Mays,Jazz
171150,Lydia Lunch,Pop/Rock
171220,Eliane Elias,Jazz
171637,Duane Eddy,Pop/Rock
171693,Victor Jara,Folk
171726,Eddie Santiago,Latin
171728,Ethel Merman,Vocal
171854,Easy Star All-Stars,Reggae
171889,Elephant Man,Reggae
171994,Joe South,Pop/Rock
172041,Joe Strummer,Pop/Rock
172167,Elliott Smith,Pop/Rock
172205,Dodgy,Pop/Rock
172350,Don Byas,Jazz
172582,Franz Ferdinand,Pop/Rock
172612,Eddie Palmieri,Latin
172642,Joe Mooney,Vocal
172770,Carl Butler,Country
172772,Ed Ames,Vocal
173007,Frank Morgan,Jazz
173487,Joey Ramone,Pop/Rock
173647,Firefall,Pop/Rock
173988,Rita Marley,Reggae
174007,Ugly Kid Joe,Pop/Rock
174122,Lyle Lovett,Pop/Rock
174132,Tuxedomoon,Pop/Rock
174198,Edwin McCain,Pop/Rock
174506,James Spaulding,Jazz
174557,Carole King,Pop/Rock
174752,Eels,Pop/Rock
174822,Serge Gainsbourg,Pop/Rock
175025,Eddie Vedder,Pop/Rock
175049,Firehouse,Pop/Rock
175087,Elmer Bernstein,Stage & Screen
175196,Carlos Santana,Pop/Rock
175286,Dolly Parton,Country
175291,Elmo & Patsy,Unknown
175379,Unearth,Pop/Rock
175459,Dispatch,Pop/Rock
175525,M83,Pop/Rock
175530,Fields of the Nephilim,Unknown
175538,First Choice,R&B;
175553,John Coltrane,Jazz
175579,Disturbed,Pop/Rock
175708,Ry Cooder,Pop/Rock
175775,Eek-A-Mouse,Reggae
175992,Rise Against,Pop/Rock
176083,Ruth Cameron,Jazz
176148,Riders in the Sky,Country
176256,Elisa,Pop/Rock
176332,Right Said Fred,Pop/Rock
176358,Jamiroquai,R&B;
176360,Charlie Robison,Country
176859,Joe Zawinul,Jazz
176936,Elmore James,Blues
177060,Janis Joplin,Pop/Rock
177117,Faster Pussycat,Pop/Rock
177336,August Burns Red,Pop/Rock
177372,Don Chezina,Latin
177454,M People,Electronic
177588,Jon Hassell,New Age
177856,Carlos Ponce,Latin
177957,Don Carlos,Reggae
178014,U-Roy,Reggae
178051,Fischerspooner,Electronic
178122,Filter,Pop/Rock
178135,The Edwin Hawkins Singers,Religious
178143,Eloy,Pop/Rock
178166,Elizabeth Fraser,Unknown
178301,Fat Freddy's Drop,Electronic
178345,Jane Child,Pop/Rock
178371,Egg Hunt,Pop/Rock
178536,Edgar Winter,Pop/Rock
178549,The Edge,Pop/Rock
178621,Ultra Vivid Scene,Pop/Rock
178645,Altered Images,Pop/Rock
178654,Pat Metheny Group,Jazz
178750,Stacy Lattisaw,R&B;
178799,Staind,Pop/Rock
178889,Alton Ellis,Reggae
178906,Jawbox,Pop/Rock
179105,Fred Eaglesmith,Folk
179126,David Gates,Pop/Rock
179191,Edie Brickell,Pop/Rock
179205,Don McLean,Pop/Rock
179335,Flaco JimÃ©nez,Latin
179379,Elvin Jones,Jazz
179636,Jason Becker,Pop/Rock
179698,Pat Metheny,Jazz
179714,Eileen Farrell,Classical
179730,Charlie Rich,Country
179764,Fontella Bass,R&B;
180023,Tortoise,Pop/Rock
180228,Elvis Presley,Pop/Rock
180263,Flamin' Groovies,Pop/Rock
180449,Freddie Jackson,R&B;
180503,Graham Parker & the Rumour,Pop/Rock
180516,Dave Grohl,Pop/Rock
181124,Edith MÃ¡rquez,Unknown
181321,Graham Parker,Pop/Rock
181329,David Johansen,Pop/Rock
181376,UB40,Pop/Rock
181694,Carmen Miranda,Vocal
181719,Flaw,Pop/Rock
181817,Caron Wheeler,R&B;
182302,Ray LaMontagne,Pop/Rock
182360,Donny Hathaway,R&B;
182598,MC5,Pop/Rock
182884,Jason Donovan,Pop/Rock
182900,Fleetwood Mac,Pop/Rock
183139,David Sylvian,Pop/Rock
183311,Fine Young Cannibals,Pop/Rock
183699,DÃ³nal Lunny,International
183715,The Fugitives,Pop/Rock
183777,John Cafferty,Pop/Rock
183858,Gary Numan,Pop/Rock
183867,John Cage,Classical
184043,Foo Fighters,Pop/Rock
184091,Don Henley,Pop/Rock
184187,Gabor Szabo,Jazz
184199,Emerson Drive,Country
184208,Great Big Sea,International
184267,U.K. Subs,Pop/Rock
184406,Donald Harrison,Jazz
184451,Greater Vision,Religious
184471,Unsane,Pop/Rock
184502,Ella Fitzgerald,Vocal
184637,Flora Purim,Latin
184677,Eric Prydz,Electronic
184811,Erasure,Pop/Rock
184814,Don Gibson,Country
185018,Finch,Pop/Rock
185155,Maceo Parker,R&B;
185383,French Kicks,Pop/Rock
185440,David Lanz,New Age
185543,Green Jelly,Pop/Rock
185591,Arcade Fire,Pop/Rock
185615,Gary Stewart,Country
185617,Fun Boy Three,Pop/Rock
185669,Mac Davis,Country
185810,John Foxx,Pop/Rock
185948,Carmen McRae,Vocal
185999,Voodoo Glow Skulls,Pop/Rock
186096,Voivod,Pop/Rock
186125,Mac McAnally,Country
186185,CÃ©line Dion,Pop/Rock
186312,Celia Cruz,Latin
186390,Donny Osmond,Pop/Rock
186440,Deadsy,Pop/Rock
186481,Dos,Pop/Rock
186545,Mae,Pop/Rock
186594,FranÃ§oise Hardy,Pop/Rock
186734,Freddie King,Blues
186805,Eric Carmen,Pop/Rock
186927,Harold Budd,Avant-Garde
187162,Flipper,Pop/Rock
